date,item,sales,year,month,wk_num,wk_day_numb,forecast
2013-11-05,5,21.0,2013,11,45,1,
2013-11-06,5,15.0,2013,11,45,2,
2013-11-07,5,13.0,2013,11,45,3,
2013-11-08,5,12.0,2013,11,45,4,
2013-11-09,5,11.0,2013,11,45,5,
2013-11-10,5,14.0,2013,11,45,6,
2013-11-11,5,11.0,2013,11,46,0,
2013-11-12,5,16.0,2013,11,46,1,
2013-11-13,5,10.0,2013,11,46,2,
2013-11-14,5,11.0,2013,11,46,3,
2013-11-15,5,16.0,2013,11,46,4,
2013-11-16,5,15.0,2013,11,46,5,
2013-11-17,5,14.0,2013,11,46,6,
2013-11-18,5,6.0,2013,11,47,0,
2013-11-19,5,16.0,2013,11,47,1,
2013-11-20,5,22.0,2013,11,47,2,
2013-11-21,5,12.0,2013,11,47,3,
2013-11-22,5,13.0,2013,11,47,4,
2013-11-23,5,19.0,2013,11,47,5,
2013-11-24,5,15.0,2013,11,47,6,
2013-11-25,5,16.0,2013,11,48,0,
2013-11-26,5,19.0,2013,11,48,1,
2013-11-27,5,10.0,2013,11,48,2,
2013-11-28,5,12.0,2013,11,48,3,
2013-11-29,5,19.0,2013,11,48,4,
2013-11-30,5,14.0,2013,11,48,5,
2013-12-01,5,10.0,2013,12,48,6,
2013-12-02,5,13.0,2013,12,49,0,
2013-12-03,5,8.0,2013,12,49,1,
2013-12-04,5,16.0,2013,12,49,2,
2013-12-05,5,9.0,2013,12,49,3,
2013-12-06,5,12.0,2013,12,49,4,
2013-12-07,5,12.0,2013,12,49,5,
2013-12-08,5,15.0,2013,12,49,6,
2013-12-09,5,7.0,2013,12,50,0,
2013-12-10,5,6.0,2013,12,50,1,
2013-12-11,5,13.0,2013,12,50,2,
2013-12-12,5,15.0,2013,12,50,3,
2013-12-13,5,15.0,2013,12,50,4,
2013-12-14,5,15.0,2013,12,50,5,
2013-12-15,5,15.0,2013,12,50,6,
2013-12-16,5,7.0,2013,12,51,0,
2013-12-17,5,10.0,2013,12,51,1,
2013-12-18,5,9.0,2013,12,51,2,
2013-12-19,5,13.0,2013,12,51,3,
2013-12-20,5,10.0,2013,12,51,4,
2013-12-21,5,18.0,2013,12,51,5,
2013-12-22,5,17.0,2013,12,51,6,
2013-12-23,5,12.0,2013,12,52,0,
2013-12-24,5,12.0,2013,12,52,1,
2013-12-25,5,5.0,2013,12,52,2,
2013-12-26,5,12.0,2013,12,52,3,
2013-12-27,5,11.0,2013,12,52,4,
2013-12-28,5,10.0,2013,12,52,5,
2013-12-29,5,14.0,2013,12,52,6,
2013-12-30,5,9.0,2013,12,1,0,
2013-12-31,5,6.0,2013,12,1,1,
2014-01-01,5,6.0,2014,1,1,2,
2014-01-02,5,6.0,2014,1,1,3,
2014-01-03,5,9.0,2014,1,1,4,
2014-01-04,5,11.0,2014,1,1,5,
2014-01-05,5,13.0,2014,1,1,6,
2014-01-06,5,7.0,2014,1,2,0,
2014-01-07,5,12.0,2014,1,2,1,
2014-01-08,5,11.0,2014,1,2,2,
2014-01-09,5,10.0,2014,1,2,3,
2014-01-10,5,8.0,2014,1,2,4,
2014-01-11,5,12.0,2014,1,2,5,
2014-01-12,5,10.0,2014,1,2,6,
2014-01-13,5,10.0,2014,1,3,0,
2014-01-14,5,10.0,2014,1,3,1,
2014-01-15,5,8.0,2014,1,3,2,
2014-01-16,5,10.0,2014,1,3,3,
2014-01-17,5,7.0,2014,1,3,4,
2014-01-18,5,12.0,2014,1,3,5,
2014-01-19,5,9.0,2014,1,3,6,
2014-01-20,5,9.0,2014,1,4,0,
2014-01-21,5,10.0,2014,1,4,1,
2014-01-22,5,11.0,2014,1,4,2,
2014-01-23,5,13.0,2014,1,4,3,
2014-01-24,5,14.0,2014,1,4,4,
2014-01-25,5,8.0,2014,1,4,5,
2014-01-26,5,24.0,2014,1,4,6,
2014-01-27,5,13.0,2014,1,5,0,
2014-01-28,5,8.0,2014,1,5,1,
2014-01-29,5,16.0,2014,1,5,2,
2014-01-30,5,8.0,2014,1,5,3,
2014-01-31,5,15.0,2014,1,5,4,
2014-02-01,5,9.0,2014,2,5,5,
2014-02-02,5,13.0,2014,2,5,6,
2014-02-03,5,12.0,2014,2,6,0,
2014-02-04,5,10.0,2014,2,6,1,
2014-02-05,5,10.0,2014,2,6,2,
2014-02-06,5,5.0,2014,2,6,3,
2014-02-07,5,17.0,2014,2,6,4,
2014-02-08,5,7.0,2014,2,6,5,
2014-02-09,5,11.0,2014,2,6,6,
2014-02-10,5,10.0,2014,2,7,0,
2014-02-11,5,10.0,2014,2,7,1,
2014-02-12,5,11.0,2014,2,7,2,
2014-02-13,5,10.0,2014,2,7,3,
2014-02-14,5,10.0,2014,2,7,4,
2014-02-15,5,13.0,2014,2,7,5,
2014-02-16,5,15.0,2014,2,7,6,
2014-02-17,5,10.0,2014,2,8,0,
2014-02-18,5,6.0,2014,2,8,1,
2014-02-19,5,7.0,2014,2,8,2,
2014-02-20,5,11.0,2014,2,8,3,
2014-02-21,5,14.0,2014,2,8,4,
2014-02-22,5,14.0,2014,2,8,5,
2014-02-23,5,19.0,2014,2,8,6,
2014-02-24,5,11.0,2014,2,9,0,
2014-02-25,5,12.0,2014,2,9,1,
2014-02-26,5,10.0,2014,2,9,2,
2014-02-27,5,14.0,2014,2,9,3,
2014-02-28,5,13.0,2014,2,9,4,
2014-03-01,5,16.0,2014,3,9,5,
2014-03-02,5,16.0,2014,3,9,6,
2014-03-03,5,13.0,2014,3,10,0,
2014-03-04,5,10.0,2014,3,10,1,
2014-03-05,5,14.0,2014,3,10,2,
2014-03-06,5,17.0,2014,3,10,3,
2014-03-07,5,19.0,2014,3,10,4,
2014-03-08,5,7.0,2014,3,10,5,
2014-03-09,5,13.0,2014,3,10,6,
2014-03-10,5,10.0,2014,3,11,0,
2014-03-11,5,9.0,2014,3,11,1,
2014-03-12,5,18.0,2014,3,11,2,
2014-03-13,5,20.0,2014,3,11,3,
2014-03-14,5,19.0,2014,3,11,4,
2014-03-15,5,17.0,2014,3,11,5,
2014-03-16,5,18.0,2014,3,11,6,
2014-03-17,5,19.0,2014,3,12,0,
2014-03-18,5,14.0,2014,3,12,1,
2014-03-19,5,19.0,2014,3,12,2,
2014-03-20,5,13.0,2014,3,12,3,
2014-03-21,5,12.0,2014,3,12,4,
2014-03-22,5,16.0,2014,3,12,5,
2014-03-23,5,15.0,2014,3,12,6,
2014-03-24,5,14.0,2014,3,13,0,
2014-03-25,5,12.0,2014,3,13,1,
2014-03-26,5,15.0,2014,3,13,2,
2014-03-27,5,23.0,2014,3,13,3,
2014-03-28,5,13.0,2014,3,13,4,
2014-03-29,5,20.0,2014,3,13,5,
2014-03-30,5,20.0,2014,3,13,6,
2014-03-31,5,11.0,2014,3,14,0,
2014-04-01,5,18.0,2014,4,14,1,
2014-04-02,5,19.0,2014,4,14,2,
2014-04-03,5,19.0,2014,4,14,3,
2014-04-04,5,18.0,2014,4,14,4,
2014-04-05,5,13.0,2014,4,14,5,
2014-04-06,5,23.0,2014,4,14,6,
2014-04-07,5,9.0,2014,4,15,0,
2014-04-08,5,22.0,2014,4,15,1,
2014-04-09,5,20.0,2014,4,15,2,
2014-04-10,5,15.0,2014,4,15,3,
2014-04-11,5,25.0,2014,4,15,4,
2014-04-12,5,20.0,2014,4,15,5,
2014-04-13,5,19.0,2014,4,15,6,
2014-04-14,5,12.0,2014,4,16,0,
2014-04-15,5,17.0,2014,4,16,1,
2014-04-16,5,15.0,2014,4,16,2,
2014-04-17,5,18.0,2014,4,16,3,
2014-04-18,5,21.0,2014,4,16,4,
2014-04-19,5,19.0,2014,4,16,5,
2014-04-20,5,14.0,2014,4,16,6,
2014-04-21,5,13.0,2014,4,17,0,
2014-04-22,5,15.0,2014,4,17,1,
2014-04-23,5,12.0,2014,4,17,2,
2014-04-24,5,19.0,2014,4,17,3,
2014-04-25,5,17.0,2014,4,17,4,
2014-04-26,5,24.0,2014,4,17,5,
2014-04-27,5,22.0,2014,4,17,6,
2014-04-28,5,12.0,2014,4,18,0,
2014-04-29,5,15.0,2014,4,18,1,
2014-04-30,5,11.0,2014,4,18,2,
2014-05-01,5,10.0,2014,5,18,3,
2014-05-02,5,20.0,2014,5,18,4,
2014-05-03,5,17.0,2014,5,18,5,
2014-05-04,5,23.0,2014,5,18,6,
2014-05-05,5,10.0,2014,5,19,0,
2014-05-06,5,16.0,2014,5,19,1,
2014-05-07,5,19.0,2014,5,19,2,
2014-05-08,5,22.0,2014,5,19,3,
2014-05-09,5,22.0,2014,5,19,4,
2014-05-10,5,25.0,2014,5,19,5,
2014-05-11,5,26.0,2014,5,19,6,
2014-05-12,5,13.0,2014,5,20,0,
2014-05-13,5,11.0,2014,5,20,1,
2014-05-14,5,23.0,2014,5,20,2,
2014-05-15,5,22.0,2014,5,20,3,
2014-05-16,5,22.0,2014,5,20,4,
2014-05-17,5,24.0,2014,5,20,5,
2014-05-18,5,21.0,2014,5,20,6,
2014-05-19,5,13.0,2014,5,21,0,
2014-05-20,5,16.0,2014,5,21,1,
2014-05-21,5,18.0,2014,5,21,2,
2014-05-22,5,25.0,2014,5,21,3,
2014-05-23,5,26.0,2014,5,21,4,
2014-05-24,5,22.0,2014,5,21,5,
2014-05-25,5,24.0,2014,5,21,6,
2014-05-26,5,13.0,2014,5,22,0,
2014-05-27,5,9.0,2014,5,22,1,
2014-05-28,5,20.0,2014,5,22,2,
2014-05-29,5,23.0,2014,5,22,3,
2014-05-30,5,25.0,2014,5,22,4,
2014-05-31,5,18.0,2014,5,22,5,
2014-06-01,5,22.0,2014,6,22,6,
2014-06-02,5,16.0,2014,6,23,0,
2014-06-03,5,16.0,2014,6,23,1,
2014-06-04,5,14.0,2014,6,23,2,
2014-06-05,5,21.0,2014,6,23,3,
2014-06-06,5,23.0,2014,6,23,4,
2014-06-07,5,15.0,2014,6,23,5,
2014-06-08,5,20.0,2014,6,23,6,
2014-06-09,5,15.0,2014,6,24,0,
2014-06-10,5,21.0,2014,6,24,1,
2014-06-11,5,17.0,2014,6,24,2,
2014-06-12,5,24.0,2014,6,24,3,
2014-06-13,5,21.0,2014,6,24,4,
2014-06-14,5,18.0,2014,6,24,5,
2014-06-15,5,20.0,2014,6,24,6,
2014-06-16,5,12.0,2014,6,25,0,
2014-06-17,5,16.0,2014,6,25,1,
2014-06-18,5,19.0,2014,6,25,2,
2014-06-19,5,25.0,2014,6,25,3,
2014-06-20,5,17.0,2014,6,25,4,
2014-06-21,5,21.0,2014,6,25,5,
2014-06-22,5,23.0,2014,6,25,6,
2014-06-23,5,15.0,2014,6,26,0,
2014-06-24,5,17.0,2014,6,26,1,
2014-06-25,5,20.0,2014,6,26,2,
2014-06-26,5,24.0,2014,6,26,3,
2014-06-27,5,17.0,2014,6,26,4,
2014-06-28,5,24.0,2014,6,26,5,
2014-06-29,5,23.0,2014,6,26,6,
2014-06-30,5,9.0,2014,6,27,0,
2014-07-01,5,15.0,2014,7,27,1,
2014-07-02,5,20.0,2014,7,27,2,
2014-07-03,5,20.0,2014,7,27,3,
2014-07-04,5,28.0,2014,7,27,4,
2014-07-05,5,21.0,2014,7,27,5,
2014-07-06,5,24.0,2014,7,27,6,
2014-07-07,5,16.0,2014,7,28,0,
2014-07-08,5,24.0,2014,7,28,1,
2014-07-09,5,26.0,2014,7,28,2,
2014-07-10,5,23.0,2014,7,28,3,
2014-07-11,5,17.0,2014,7,28,4,
2014-07-12,5,28.0,2014,7,28,5,
2014-07-13,5,18.0,2014,7,28,6,
2014-07-14,5,9.0,2014,7,29,0,
2014-07-15,5,17.0,2014,7,29,1,
2014-07-16,5,27.0,2014,7,29,2,
2014-07-17,5,20.0,2014,7,29,3,
2014-07-18,5,24.0,2014,7,29,4,
2014-07-19,5,18.0,2014,7,29,5,
2014-07-20,5,28.0,2014,7,29,6,
2014-07-21,5,15.0,2014,7,30,0,
2014-07-22,5,17.0,2014,7,30,1,
2014-07-23,5,20.0,2014,7,30,2,
2014-07-24,5,21.0,2014,7,30,3,
2014-07-25,5,22.0,2014,7,30,4,
2014-07-26,5,18.0,2014,7,30,5,
2014-07-27,5,26.0,2014,7,30,6,
2014-07-28,5,6.0,2014,7,31,0,
2014-07-29,5,27.0,2014,7,31,1,
2014-07-30,5,13.0,2014,7,31,2,
2014-07-31,5,26.0,2014,7,31,3,
2014-08-01,5,24.0,2014,8,31,4,
2014-08-02,5,15.0,2014,8,31,5,
2014-08-03,5,19.0,2014,8,31,6,
2014-08-04,5,13.0,2014,8,32,0,
2014-08-05,5,17.0,2014,8,32,1,
2014-08-06,5,17.0,2014,8,32,2,
2014-08-07,5,21.0,2014,8,32,3,
2014-08-08,5,22.0,2014,8,32,4,
2014-08-09,5,17.0,2014,8,32,5,
2014-08-10,5,19.0,2014,8,32,6,
2014-08-11,5,16.0,2014,8,33,0,
2014-08-12,5,19.0,2014,8,33,1,
2014-08-13,5,17.0,2014,8,33,2,
2014-08-14,5,17.0,2014,8,33,3,
2014-08-15,5,32.0,2014,8,33,4,
2014-08-16,5,23.0,2014,8,33,5,
2014-08-17,5,17.0,2014,8,33,6,
2014-08-18,5,12.0,2014,8,34,0,
2014-08-19,5,24.0,2014,8,34,1,
2014-08-20,5,13.0,2014,8,34,2,
2014-08-21,5,12.0,2014,8,34,3,
2014-08-22,5,19.0,2014,8,34,4,
2014-08-23,5,13.0,2014,8,34,5,
2014-08-24,5,17.0,2014,8,34,6,
2014-08-25,5,22.0,2014,8,35,0,
2014-08-26,5,17.0,2014,8,35,1,
2014-08-27,5,5.0,2014,8,35,2,
2014-08-28,5,24.0,2014,8,35,3,
2014-08-29,5,29.0,2014,8,35,4,
2014-08-30,5,27.0,2014,8,35,5,
2014-08-31,5,30.0,2014,8,35,6,
2014-09-01,5,8.0,2014,9,36,0,
2014-09-02,5,12.0,2014,9,36,1,
2014-09-03,5,22.0,2014,9,36,2,
2014-09-04,5,18.0,2014,9,36,3,
2014-09-05,5,21.0,2014,9,36,4,
2014-09-06,5,18.0,2014,9,36,5,
2014-09-07,5,14.0,2014,9,36,6,
2014-09-08,5,14.0,2014,9,37,0,
2014-09-09,5,13.0,2014,9,37,1,
2014-09-10,5,9.0,2014,9,37,2,
2014-09-11,5,16.0,2014,9,37,3,
2014-09-12,5,24.0,2014,9,37,4,
2014-09-13,5,19.0,2014,9,37,5,
2014-09-14,5,10.0,2014,9,37,6,
2014-09-15,5,14.0,2014,9,38,0,
2014-09-16,5,12.0,2014,9,38,1,
2014-09-17,5,19.0,2014,9,38,2,
2014-09-18,5,13.0,2014,9,38,3,
2014-09-19,5,17.0,2014,9,38,4,
2014-09-20,5,18.0,2014,9,38,5,
2014-09-21,5,21.0,2014,9,38,6,
2014-09-22,5,15.0,2014,9,39,0,
2014-09-23,5,11.0,2014,9,39,1,
2014-09-24,5,13.0,2014,9,39,2,
2014-09-25,5,23.0,2014,9,39,3,
2014-09-26,5,12.0,2014,9,39,4,
2014-09-27,5,12.0,2014,9,39,5,
2014-09-28,5,24.0,2014,9,39,6,
2014-09-29,5,16.0,2014,9,40,0,
2014-09-30,5,15.0,2014,9,40,1,
2014-10-01,5,14.0,2014,10,40,2,
2014-10-02,5,14.0,2014,10,40,3,
2014-10-03,5,18.0,2014,10,40,4,
2014-10-04,5,16.0,2014,10,40,5,
2014-10-05,5,22.0,2014,10,40,6,
2014-10-06,5,15.0,2014,10,41,0,
2014-10-07,5,16.0,2014,10,41,1,
2014-10-08,5,11.0,2014,10,41,2,
2014-10-09,5,19.0,2014,10,41,3,
2014-10-10,5,11.0,2014,10,41,4,
2014-10-11,5,17.0,2014,10,41,5,
2014-10-12,5,18.0,2014,10,41,6,
2014-10-13,5,12.0,2014,10,42,0,
2014-10-14,5,14.0,2014,10,42,1,
2014-10-15,5,14.0,2014,10,42,2,
2014-10-16,5,19.0,2014,10,42,3,
2014-10-17,5,10.0,2014,10,42,4,
2014-10-18,5,14.0,2014,10,42,5,
2014-10-19,5,20.0,2014,10,42,6,
2014-10-20,5,18.0,2014,10,43,0,
2014-10-21,5,18.0,2014,10,43,1,
2014-10-22,5,11.0,2014,10,43,2,
2014-10-23,5,8.0,2014,10,43,3,
2014-10-24,5,17.0,2014,10,43,4,
2014-10-25,5,20.0,2014,10,43,5,
2014-10-26,5,13.0,2014,10,43,6,
2014-10-27,5,7.0,2014,10,44,0,
2014-10-28,5,14.0,2014,10,44,1,
2014-10-29,5,23.0,2014,10,44,2,
2014-10-30,5,13.0,2014,10,44,3,
2014-10-31,5,9.0,2014,10,44,4,
2014-11-01,5,14.0,2014,11,44,5,
2014-11-02,5,21.0,2014,11,44,6,
2014-11-03,5,18.0,2014,11,45,0,
2014-11-04,5,11.0,2014,11,45,1,
2014-11-05,5,14.0,2014,11,45,2,
2014-11-06,5,17.0,2014,11,45,3,
2014-11-07,5,17.0,2014,11,45,4,
2014-11-08,5,16.0,2014,11,45,5,
2014-11-09,5,25.0,2014,11,45,6,
2014-11-10,5,9.0,2014,11,46,0,
2014-11-11,5,7.0,2014,11,46,1,
2014-11-12,5,24.0,2014,11,46,2,
2014-11-13,5,20.0,2014,11,46,3,
2014-11-14,5,24.0,2014,11,46,4,
2014-11-15,5,17.0,2014,11,46,5,
2014-11-16,5,25.0,2014,11,46,6,
2014-11-17,5,11.0,2014,11,47,0,
2014-11-18,5,16.0,2014,11,47,1,
2014-11-19,5,16.0,2014,11,47,2,
2014-11-20,5,13.0,2014,11,47,3,
2014-11-21,5,17.0,2014,11,47,4,
2014-11-22,5,14.0,2014,11,47,5,
2014-11-23,5,14.0,2014,11,47,6,
2014-11-24,5,15.0,2014,11,48,0,
2014-11-25,5,14.0,2014,11,48,1,
2014-11-26,5,15.0,2014,11,48,2,
2014-11-27,5,21.0,2014,11,48,3,
2014-11-28,5,18.0,2014,11,48,4,
2014-11-29,5,21.0,2014,11,48,5,
2014-11-30,5,17.0,2014,11,48,6,
2014-12-01,5,9.0,2014,12,49,0,
2014-12-02,5,18.0,2014,12,49,1,
2014-12-03,5,7.0,2014,12,49,2,
2014-12-04,5,20.0,2014,12,49,3,
2014-12-05,5,10.0,2014,12,49,4,
2014-12-06,5,9.0,2014,12,49,5,
2014-12-07,5,22.0,2014,12,49,6,
2014-12-08,5,6.0,2014,12,50,0,
2014-12-09,5,12.0,2014,12,50,1,
2014-12-10,5,9.0,2014,12,50,2,
2014-12-11,5,11.0,2014,12,50,3,
2014-12-12,5,7.0,2014,12,50,4,
2014-12-13,5,14.0,2014,12,50,5,
2014-12-14,5,10.0,2014,12,50,6,
2014-12-15,5,4.0,2014,12,51,0,
2014-12-16,5,8.0,2014,12,51,1,
2014-12-17,5,14.0,2014,12,51,2,
2014-12-18,5,7.0,2014,12,51,3,
2014-12-19,5,11.0,2014,12,51,4,
2014-12-20,5,14.0,2014,12,51,5,
2014-12-21,5,12.0,2014,12,51,6,
2014-12-22,5,9.0,2014,12,52,0,
2014-12-23,5,12.0,2014,12,52,1,
2014-12-24,5,13.0,2014,12,52,2,
2014-12-25,5,13.0,2014,12,52,3,
2014-12-26,5,9.0,2014,12,52,4,
2014-12-27,5,16.0,2014,12,52,5,
2014-12-28,5,15.0,2014,12,52,6,
2014-12-29,5,6.0,2014,12,1,0,
2014-12-30,5,6.0,2014,12,1,1,
2014-12-31,5,10.0,2014,12,1,2,
2015-01-01,5,14.0,2015,1,1,3,
2015-01-02,5,10.0,2015,1,1,4,
2015-01-03,5,9.0,2015,1,1,5,
2015-01-04,5,15.0,2015,1,1,6,
2015-01-05,5,12.0,2015,1,2,0,
2015-01-06,5,14.0,2015,1,2,1,
2015-01-07,5,10.0,2015,1,2,2,
2015-01-08,5,17.0,2015,1,2,3,
2015-01-09,5,9.0,2015,1,2,4,
2015-01-10,5,6.0,2015,1,2,5,
2015-01-11,5,19.0,2015,1,2,6,
2015-01-12,5,7.0,2015,1,3,0,
2015-01-13,5,10.0,2015,1,3,1,
2015-01-14,5,12.0,2015,1,3,2,
2015-01-15,5,8.0,2015,1,3,3,
2015-01-16,5,10.0,2015,1,3,4,
2015-01-17,5,12.0,2015,1,3,5,
2015-01-18,5,12.0,2015,1,3,6,
2015-01-19,5,9.0,2015,1,4,0,
2015-01-20,5,10.0,2015,1,4,1,
2015-01-21,5,9.0,2015,1,4,2,
2015-01-22,5,16.0,2015,1,4,3,
2015-01-23,5,13.0,2015,1,4,4,
2015-01-24,5,13.0,2015,1,4,5,
2015-01-25,5,9.0,2015,1,4,6,
2015-01-26,5,7.0,2015,1,5,0,
2015-01-27,5,16.0,2015,1,5,1,
2015-01-28,5,15.0,2015,1,5,2,
2015-01-29,5,13.0,2015,1,5,3,
2015-01-30,5,12.0,2015,1,5,4,
2015-01-31,5,19.0,2015,1,5,5,
2015-02-01,5,13.0,2015,2,5,6,
2015-02-02,5,13.0,2015,2,6,0,
2015-02-03,5,9.0,2015,2,6,1,
2015-02-04,5,8.0,2015,2,6,2,
2015-02-05,5,7.0,2015,2,6,3,
2015-02-06,5,16.0,2015,2,6,4,
2015-02-07,5,17.0,2015,2,6,5,
2015-02-08,5,8.0,2015,2,6,6,
2015-02-09,5,7.0,2015,2,7,0,
2015-02-10,5,17.0,2015,2,7,1,
2015-02-11,5,10.0,2015,2,7,2,
2015-02-12,5,10.0,2015,2,7,3,
2015-02-13,5,17.0,2015,2,7,4,
2015-02-14,5,9.0,2015,2,7,5,
2015-02-15,5,13.0,2015,2,7,6,
2015-02-16,5,13.0,2015,2,8,0,
2015-02-17,5,12.0,2015,2,8,1,
2015-02-18,5,12.0,2015,2,8,2,
2015-02-19,5,19.0,2015,2,8,3,
2015-02-20,5,12.0,2015,2,8,4,
2015-02-21,5,4.0,2015,2,8,5,
2015-02-22,5,19.0,2015,2,8,6,
2015-02-23,5,9.0,2015,2,9,0,
2015-02-24,5,13.0,2015,2,9,1,
2015-02-25,5,4.0,2015,2,9,2,
2015-02-26,5,14.0,2015,2,9,3,
2015-02-27,5,11.0,2015,2,9,4,
2015-02-28,5,19.0,2015,2,9,5,
2015-03-01,5,21.0,2015,3,9,6,
2015-03-02,5,17.0,2015,3,10,0,
2015-03-03,5,21.0,2015,3,10,1,
2015-03-04,5,11.0,2015,3,10,2,
2015-03-05,5,11.0,2015,3,10,3,
2015-03-06,5,10.0,2015,3,10,4,
2015-03-07,5,21.0,2015,3,10,5,
2015-03-08,5,13.0,2015,3,10,6,
2015-03-09,5,10.0,2015,3,11,0,
2015-03-10,5,17.0,2015,3,11,1,
2015-03-11,5,10.0,2015,3,11,2,
2015-03-12,5,17.0,2015,3,11,3,
2015-03-13,5,16.0,2015,3,11,4,
2015-03-14,5,16.0,2015,3,11,5,
2015-03-15,5,12.0,2015,3,11,6,
2015-03-16,5,19.0,2015,3,12,0,
2015-03-17,5,17.0,2015,3,12,1,
2015-03-18,5,16.0,2015,3,12,2,
2015-03-19,5,13.0,2015,3,12,3,
2015-03-20,5,14.0,2015,3,12,4,
2015-03-21,5,20.0,2015,3,12,5,
2015-03-22,5,20.0,2015,3,12,6,
2015-03-23,5,14.0,2015,3,13,0,
2015-03-24,5,13.0,2015,3,13,1,
2015-03-25,5,19.0,2015,3,13,2,
2015-03-26,5,14.0,2015,3,13,3,
2015-03-27,5,15.0,2015,3,13,4,
2015-03-28,5,11.0,2015,3,13,5,
2015-03-29,5,20.0,2015,3,13,6,
2015-03-30,5,10.0,2015,3,14,0,
2015-03-31,5,12.0,2015,3,14,1,
2015-04-01,5,20.0,2015,4,14,2,
2015-04-02,5,9.0,2015,4,14,3,
2015-04-03,5,29.0,2015,4,14,4,
2015-04-04,5,13.0,2015,4,14,5,
2015-04-05,5,25.0,2015,4,14,6,
2015-04-06,5,24.0,2015,4,15,0,
2015-04-07,5,11.0,2015,4,15,1,
2015-04-08,5,15.0,2015,4,15,2,
2015-04-09,5,20.0,2015,4,15,3,
2015-04-10,5,18.0,2015,4,15,4,
2015-04-11,5,22.0,2015,4,15,5,
2015-04-12,5,19.0,2015,4,15,6,
2015-04-13,5,9.0,2015,4,16,0,
2015-04-14,5,22.0,2015,4,16,1,
2015-04-15,5,12.0,2015,4,16,2,
2015-04-16,5,8.0,2015,4,16,3,
2015-04-17,5,13.0,2015,4,16,4,
2015-04-18,5,18.0,2015,4,16,5,
2015-04-19,5,22.0,2015,4,16,6,
2015-04-20,5,12.0,2015,4,17,0,
2015-04-21,5,17.0,2015,4,17,1,
2015-04-22,5,13.0,2015,4,17,2,
2015-04-23,5,18.0,2015,4,17,3,
2015-04-24,5,17.0,2015,4,17,4,
2015-04-25,5,24.0,2015,4,17,5,
2015-04-26,5,18.0,2015,4,17,6,
2015-04-27,5,8.0,2015,4,18,0,
2015-04-28,5,14.0,2015,4,18,1,
2015-04-29,5,10.0,2015,4,18,2,
2015-04-30,5,15.0,2015,4,18,3,
2015-05-01,5,17.0,2015,5,18,4,
2015-05-02,5,23.0,2015,5,18,5,
2015-05-03,5,26.0,2015,5,18,6,
2015-05-04,5,16.0,2015,5,19,0,
2015-05-05,5,19.0,2015,5,19,1,
2015-05-06,5,16.0,2015,5,19,2,
2015-05-07,5,26.0,2015,5,19,3,
2015-05-08,5,18.0,2015,5,19,4,
2015-05-09,5,22.0,2015,5,19,5,
2015-05-10,5,12.0,2015,5,19,6,
2015-05-11,5,16.0,2015,5,20,0,
2015-05-12,5,26.0,2015,5,20,1,
2015-05-13,5,7.0,2015,5,20,2,
2015-05-14,5,16.0,2015,5,20,3,
2015-05-15,5,18.0,2015,5,20,4,
2015-05-16,5,26.0,2015,5,20,5,
2015-05-17,5,22.0,2015,5,20,6,
2015-05-18,5,10.0,2015,5,21,0,
2015-05-19,5,18.0,2015,5,21,1,
2015-05-20,5,13.0,2015,5,21,2,
2015-05-21,5,22.0,2015,5,21,3,
2015-05-22,5,14.0,2015,5,21,4,
2015-05-23,5,22.0,2015,5,21,5,
2015-05-24,5,21.0,2015,5,21,6,
2015-05-25,5,16.0,2015,5,22,0,
2015-05-26,5,20.0,2015,5,22,1,
2015-05-27,5,14.0,2015,5,22,2,
2015-05-28,5,12.0,2015,5,22,3,
2015-05-29,5,19.0,2015,5,22,4,
2015-05-30,5,15.0,2015,5,22,5,
2015-05-31,5,17.0,2015,5,22,6,
2015-06-01,5,16.0,2015,6,23,0,
2015-06-02,5,21.0,2015,6,23,1,
2015-06-03,5,20.0,2015,6,23,2,
2015-06-04,5,20.0,2015,6,23,3,
2015-06-05,5,20.0,2015,6,23,4,
2015-06-06,5,26.0,2015,6,23,5,
2015-06-07,5,28.0,2015,6,23,6,
2015-06-08,5,23.0,2015,6,24,0,
2015-06-09,5,18.0,2015,6,24,1,
2015-06-10,5,26.0,2015,6,24,2,
2015-06-11,5,17.0,2015,6,24,3,
2015-06-12,5,24.0,2015,6,24,4,
2015-06-13,5,29.0,2015,6,24,5,
2015-06-14,5,17.0,2015,6,24,6,
2015-06-15,5,17.0,2015,6,25,0,
2015-06-16,5,17.0,2015,6,25,1,
2015-06-17,5,14.0,2015,6,25,2,
2015-06-18,5,23.0,2015,6,25,3,
2015-06-19,5,21.0,2015,6,25,4,
2015-06-20,5,17.0,2015,6,25,5,
2015-06-21,5,18.0,2015,6,25,6,
2015-06-22,5,19.0,2015,6,26,0,
2015-06-23,5,14.0,2015,6,26,1,
2015-06-24,5,31.0,2015,6,26,2,
2015-06-25,5,17.0,2015,6,26,3,
2015-06-26,5,18.0,2015,6,26,4,
2015-06-27,5,30.0,2015,6,26,5,
2015-06-28,5,27.0,2015,6,26,6,
2015-06-29,5,12.0,2015,6,27,0,
2015-06-30,5,14.0,2015,6,27,1,
2015-07-01,5,14.0,2015,7,27,2,
2015-07-02,5,24.0,2015,7,27,3,
2015-07-03,5,23.0,2015,7,27,4,
2015-07-04,5,22.0,2015,7,27,5,
